review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
Transfer OVO ke BRI berhasil dan saldo berkurang. Tapi dana tidak masuk ke rekening saya. Mohon di tindak lanjuti masalah ini karna sangat merugikan......,transfer bank rakyat indonesia hasil saldo kurang dana masuk rekening mohon tindak lanjut masalah rugi,2,2,0,2
Sangat membantu,bantu,0,1,0,0
"Ovo kok aneh sekarang, sistem nya makin jelek. Saya transfer ke bank melalui ovo, tapi sudah 1 hari masih status sedang di proses. Padahal sudah lapor ke cs nya, by email dan telpn, masih juga status sedang proses.",aneh sekarang sistem makin jelek transfer bank lalu hari status sedang proses lapor rekan by email telpn status sedang proses,2,2,0,0
susah banget di upgreed,susah upgreed,0,0,2,0
saya sudah membatalkan langganan w tv tapi uang nya belum saya terima gimana ni ovo,batal langgan televisi uang terima,0,0,0,2
Kenapa saya tidak bisa tautkan akun ovo saya ke tiktok ya?,taut akun tiktok,0,0,2,0
Sekarang ovo sangat buruk. Proses transfer ke bank lama dan sering mengalami kendala erorr sistem,sekarang buruk proses transfer bank lama sering alami kendala erorr sistem,2,2,0,0
"Halo admin ovo, tolong dong updet terbaru nya banyak bug saya sudah 2x transaksi pemindahan saldo dari ovo ke rek gak masuk, namun pelayanan CS nya juga sangat lemot / tidak merespon.... Ayolah jangan buat pengguna kecewa seperti ini!",halo admin updet baru banyak bug transaksi pindah saldo rek masuk layan rekan lot jawab ayo jangan buat guna kecewa,2,2,0,0
"Saya sangat kecewa,masa saya transfer dari semalem ,udh ber jam""ga masuk,dan ga ada kejelasan ,, sangat tidak membantu saat urgent,,jngn buat kecewa nasabah,",kecewamasa transfer malam ber jamga masukdan jelas bantu urgentjngn buat kecewa nasabah,2,2,0,0
"Baru kali ini menggunakan e-wallet transper ke bank pending nya lama banget,,kalau tidak bisa kasih kejelasan atau enggak saldo balikin lagi,biar bisa transper lewat e-wallet lain ,jadi ribet mana pembayaran harus secepat mungkin di tungguin,mau kirim lagi takut dobel pengiriman kena biaya admin kita bayar loh bukan ngutang",baru guna ewallet transper bank pending lama bangetkalau kasih jelas saldo kembali lagibiar transper lewat ewallet ribet bayar cepat mungkin tungguinmau kirim takut dobel kirim biaya admin bayar bukan utang,2,2,0,2
"ovo ngebug gabisa dibuka, padahal sdh terlanjur top up",ngebug buka lanjur topup,0,2,0,0
"Tiap transaksi dipotong baik ngirim at nerima, trus uang saya nyangkut di app nya malah di liku"" kan admin nya. biar uang nya raib. udah dihubungi pun ngak tindak lanjut nya udah lbh 3hari",tiap transaksi potong baik kirim at terima uang sangkut app liku admin biar uang raib hubung tindak lanjut lebih hari,0,2,0,2
saya top up ovo kemarin tapi saldonya gak masuk tapi saldo mbaking udah terdebet gmna ini,topup kemarin saldo masuk saldo mbaking debet,0,0,0,2
Ovo nyebelin bgt tf ke bank tulisan d proses sedang kan saldo kepotong menunggu trlalu lama tolong donk dikasih arahan,sebal transfer bank tulis proses sedang saldo potong tunggu terlalu lama kasih arah,2,2,0,2
Pengalaman saya pakai ovo sangat nyaman,alam pakai nyaman,0,1,0,0
Ngga mau lagi transaksi pa ovo... Kirim uang saldo sudah kepotong tapi uang belum masuk juga,transaksi pak kirim uang saldo potong uang masuk,2,0,0,2
"Rada rada mau scam ne aplikasi OVO, temen saya hilang 300 ribu tidak terbuka aplikasi OVO nya, dan kawan download aplikasi OVO diplaystore juga gak mau,",scam aplikasi teman hilang ribu buka aplikasi kawan unduh aplikasi diplaystore,0,2,0,2
"Ada yg tf 10.000 saja malah kena admin 1.500,, masuknya jadi 8.500.. lucu ovo ini",transfer admin masuk lucu,0,2,0,2
"Mending gausah pake ini dah,pake dana,gopay atau yang lain aja,apk ga jelas gagal memuat saldo mulu jadi gabisa transaksi.",mending usah pakai dahpake danagopay ajaapk jelas gagal muat saldo mulu transaksi,0,2,0,2
Mau upgrade ke premier belum nyoba eh gagal terus,tingkat premier coba eh gagal,0,2,2,0
Saya Kasih 5 bintang ya Bozku,kasih bintang bozku,0,1,0,0
"Saya kirim uang ke bank udh 2 hari masih dalam proses gak ke kirim2, Aya lagi butuh. Kacau. Respon cz nya lambat.",kirim uang bank hari proses kirim butuh kacau respon soal lambat,2,2,0,0
App oke bosku,app oke bos,0,1,0,0
Apk bngst lah mau ambil foto delay nya lama amat kagak bisa² asw asw,bangsat ambil foto delay lama anjing anjing,0,2,0,0
"Pembayaran tidak bisa(log out), dihari pelanggan. Sangat buruk sekali.",bayar bisalog out hari langgan buruk sekali,2,2,0,0
Sangat mantap,mantap,0,1,0,0
sekarang ovo ok bisa bayar apa ajh bisa pinjol juga jadi dompet keuangan pribadi,sekarang oke bayar pinjol dompet uang pribadi,1,1,0,0
Kembali bintang 5 . Karena sudah mengusahakan sampe kembalinya dana jft yg gagal. Semoga kedepan semakin baik terus ovo. Full senyum ini. 😁😁😁😁😁,bintang usaha kembali dana jft gagal moga depan makin baik full senyum,0,1,0,1
"Ini kenapa gk bisa transfer k bank ,, pilihan bank selalu tidak muncul",transfer k bank pilih bank selalu muncul,2,2,0,0
Maintenance lama bgt,maintenance lama,0,2,0,0
Sangat membantu,bantu,0,1,0,0
Tolol amat gue tf gak bisa,tolol transfer,2,0,0,0
sangat membantu,bantu,0,1,0,0
Sebulan sampai 7x terpending saldo.. Itupun di proses saldo setelah 3 harj kerja... Ketahan duit nya.. Padahal duit mau di pakai di hari itu juga.. Aplikasi ngak berguna bagi keuangan digital.. Yg ada nambah masalah baruu.. Efek terpending nya duit saaat tranfer Di tambah cs nya bales nya settingan robot. Kayak ngak guna..,bulan pending saldo itu proses saldo harj kerja tahan duit duit pakai hari aplikasi guna uang digital tambah masalah baru efek pending duit saaat tranfer tambah rekan balas ting robot,0,2,0,2
Biaya netflix di potong tanpa persetujuan.... lucu ovo ini seenaknya aj membayar tanpa konfirmasi dulu,biaya netflix potong tuju lucu enak bayar konfirmasi dulu,0,2,0,2
saldo sudh terpotong tapi blum masuk,saldo potong masuk,0,0,0,2
Top up saya gx pernah masuk,topup pernah masuk,0,0,0,2
Ini E walet apa bea cukai sih apa apa dipajak in GK jelas anjir lah🤌,e walet bea cukai pajak in jelas anjir,0,2,0,2
Apaan si mau masukin email tapi ngga bisa,apa masuk email,0,0,2,0
"Nga bisa daftar, udah coba sampai 2 hari masih aja nga bisa gimana sih",daftar coba hari,0,0,2,0
ini kenapa ya mau daftar kok gak bisa ketik nama,daftar ketik nama,0,0,2,0
"Sebel banget sama mba call center nya , udah jelas saya pakai no hp saya sendiri, dan email nya jg udah bener , Tp saya lupa nama akun ovo saya yg ternyata katanya bukan nama saya , Jadi dia ga bisa bantu..kendala saya yg ga bisa log in , dia nyuruh sy nginget nama akun saya yg udah 8 tahun lalu , 1500696 , buruk sekali",kesal mbak call center jelas pakai no handphone sendiri email benar lupa nama akun nyata kata bukan nama bantukendala log in suruh nginget nama akun tahun lalu buruk sekali,0,2,2,0
Ini apk kenapa ko akun saya jadi gak bisa transaksi..ga bisa transfer maupun pembayaran lain nya..mohon dong bantuan nya,akun transaksiga transfer maupun bayar nyamohon bantu,2,0,0,0
ini gmna kak udah 2 hari transaksi masih dalam proses,kak hari transaksi proses,2,0,0,0
Admin nya mahal 2500 TF ke dana or gopay.. Kenapa nggak 1000 aja sih.. Mahal amat,admin mahal transfer dana orang gopay mahal,0,2,0,2
"Aku kasi 1 bintang ja dulu, So baru mau daftar, eh malah gk bisa tulis nama penggunah di kolom.",kasih bintang dulu sok baru daftar eh tulis nama penggunah kolom,0,0,2,0
Siang Td sy top up 50 rb gagal masuk tp saldo berkurang..trs top up lg nomnal 20rb masuk 2 kali.. mohon bantuanya min... saldo sy yg 50 rb biar bisa kembali..,siang tadi topup ribu gagal masuk saldo berkurangtrs topup nomnal ribu masuk mohon bantuanya min saldo ribu biar,0,2,0,2
"Hati2 sama ini aplikasi sekarang dia nipu, uang dikirim dengan keterangan sukses tapi ngak nyampai ke tujuan,di hubungi csnya malah diam aja,sumpah Hati2 pakai ovo sekarang",hati aplikasi sekarang tipu uang kirim terang sukses nyampai tujuandi hubung csnya diam ajasumpah hati pakai sekarang,2,2,0,0
Mantap..tanpa kendala,mantaptanpa kendala,0,1,0,0
"Jelek banget, masa gw top up udh kepotong admin yg kirim ke ovo, dipotong lgi sama ovo nya. Gk ngontak lgi 1.500. gw aja top up buat ovo cuma 999 perak",jelek topup potong admin kirim potong ngontak topup buat perak,0,2,0,2
Sakit hati banget sama ovo Gmail sudah benar malah mulu katanya,sakit hati gmail benar mulu kata,0,0,2,0
Apk gk jelas ribet mau transfer aja harus pkai ktp jirrr,jelas ribet transfer pakai kartu tanda duduk jirrr,2,2,0,0
"Padahal lagi perlu saldo,, malah eror pas dikirim,, akan dikirim 2 hari, tolong lah di perbaiki bos",perlu saldo eror kirim kirim hari baik bos,2,2,0,0
Sangat membantu,bantu,0,1,0,0
Amanah terpercaya,amanah percaya,0,1,0,0
Kalian kemana kan saldo ku transaksi nya semalam sampai sekarang masih dalam proses,saldo ku transaksi malam sekarang proses,2,0,0,2
Kenapa sekarang gak bisa scan qris. Padahal sebelumnya bisa² saja. Malah di-update malah tambah parah.. tolong dibantu min,sekarang scan qris belum diupdate tambah parah bantu min,2,2,0,0
Aplikasinya ribet minta bantuan via telfon cs tapi untuk proses upgrade cara kerjanya lama . Aplikasi yg lain proses cepet paling sejam 2 jam beres ini dah ganti hari belum beresss kacauuuuuuuu,aplikasi ribet minta bantu via telfon rekan proses tingkat cara kerja lama aplikasi proses cepat jam jam beres ganti hari beresss kacauuuuuuuu,0,2,2,0
"sangat membantu, terimakasih.",bantu terima kasih,0,1,0,0
The Best,the best,0,1,0,0
Cukup bagus,cukup bagus,0,1,0,0
Ga jelas mau upgred aja susah payah bener,jelas upgred susah payah benar,0,2,2,0
Memudahkan bertransaksi,mudah transaksi,1,0,0,0
"Naise Gitu dong, Kan gini enak make ovo terus🥵",naise begini enak make,0,1,0,0
Aplikasi Nipu Maling. Kembalikan Saldo Saya 200k. hampir 2jam pengiriman saldo dari ovo ke bank BCA masih dalam proses. saldo saya sudah diambil nya 200k tapi tidak ada masuk ke rekening BCA. Terus saya buat pesan laporan ke admin nya tidak ada mereka merespon keluhan saya. Aplikasi Ini benar benar parah jangan kalian download lagi.,aplikasi tipu maling kembali saldo k hampir jam kirim saldo bank baca proses saldo ambil k masuk rekening baca buat pesan lapor admin jawab keluh aplikasi benar benar parah jangan unduh,0,2,0,2
Very good,good,0,1,0,0
Kembalikan uang kami,kembali uang,0,0,0,2
"Parah parah, klo Transfer okelah ada biaya admin.,lah msa top-up masih juga kena biaya 2500.",parah parah transfer oke biaya adminlah topup biaya,0,2,0,2
"Aplikasi apaan ini, masa top up di kenakan biaya 1000, dan trnsfer di kenakan 2500, saldo nya habis buat gitu² aja.. mending balik pake bank konfensional aja lagi.",aplikasi apa topup kena biaya trnsfer kena saldo habis buat mending balik pakai bank konfensional,0,2,0,2
Sangat tidak memuaskan saya sudah pake biaya top up nya mahal,muas pakai biaya topup mahal,0,2,0,2
Ovo tololl.. Masa transfer duit belum masuk2!,tololl transfer duit masuk,2,2,0,0
Sagat bagus di gunakan dan muda,sagat bagus guna muda,0,1,0,0
"Jangan didownload guys, ini aplikasi sudah tidak jelas lagi. Tranfer ke rekening BCA sudah 3 jam masih dalam proses terus. Saldo Sudah dipotong nya 200k tapi saldo direking BCA tidak ada bertambah. Laporan kita tidak Ada sdikit pun mereka respon. Sudah Tidak Aman Lagi Aplikasi Ovo inu. JANGAN DIDOWNLOAD Aplikasi ini.",jangan unduh guys aplikasi jelas tranfer rekening baca jam proses saldo potong k saldo direking baca tambah lapor sedikit respon aman aplikasi inu jangan unduh aplikasi,2,2,0,2
Transaksi gagal saldo uda kepotong katanya proses kerja 5 hari uda sampe seminggu respon pun gda.. cs nya juga gada ramah nya,transaksi gagal saldo potong kata proses kerja hari minggu respon rekan ramah,2,2,0,2
"Hati"" bila anda mau pengaduan penipuan ke pihak ovo,nanti di suruh isi saldo ovo gak tau nya saldo kita sedot sama cs ovo,buat malu aja,semoga aja penipu"" seperti kalian gak akan tenang hidup nya,lebih baik kalian pindah aplikasi lain aja,ini aplikasi busuk",hati bila adu tipu pihak ovonanti suruh isi saldo tau saldo sedot rekan ovobuat malu ajasemoga tipu tenang hidup nyalebih baik pindah aplikasi ajaini aplikasi busuk,0,2,0,2
"Saldo sudah terpotong tapi status pending terus, gatau bakalan balik lagi apa tidak. Yang pasti aplikasi kurang jelas.",saldo potong status pending tak tau balik aplikasi kurang jelas,0,2,0,2
Aplikasi apaan ini transfer harus pake admin sampah,aplikasi apa transfer pakai admin sampah,0,2,0,2
Sangat bgus,bagus,0,1,0,0
"Email gua udah bener tapi verifikasi gak ada di email udah seminggu nyobain berhari"" Kok gak bisa"" Sih",email benar verifikasi email minggu coba hari,0,2,2,0
Aplikasi yg bagus sukses buat OVO,aplikasi bagus sukses buat,0,1,0,0
APLIKASI KEUANGAN TERBURUK SE INDONESIA,aplikasi uang buruk se indonesia,0,2,0,0
Hampir tiap hari transaksi sedang proses mulu,hampir tiap hari transaksi sedang proses mulu,2,0,0,0
Apk TOLOL ADA OFFLINE DI JAM MALAM. BLOKK,tolol offline jam malam blokk,0,2,0,0
"Mahal mau trnasfer ataupun sebaliknya,gila dana aja cm 999 ovo 1500.sakit jiwa potongnanya,klu ga lerjasama sm grab sdh bangkrut",mahal trnasfer atau sebaliknyagila dana sakit jiwa potongnanyaklu lerjasama grab bangkrut,0,2,0,2
Ovo mahal....ada admin sgla.....tf bri ke ovo.... Beda sm dana....gratis,mahalada admin sglatf bank rakyat indonesia beda danagratis,0,2,0,2
Kok lelet kadang yah,lelet kadang,0,2,0,0
"Segini aja dulu, usahakan kepuasan pelanggan/pengguna ovo. Jadilah ovo chas yg terbaik👍🏻🙏🙏",gin dulu usaha puas pelangganpengguna jadi chas baik,0,1,0,0
Ovo ewallet paling. Mudah dan gampang untuk bertransaksi,ewallet mudah gampang transaksi,1,1,0,0
Kenapa saya tidak bisa upgrad ke premium,upgrad premium,0,0,2,0
Gak jelas . Masuk akun gak bisa- bisa . Padahal udah vertifikasi tpi malah kadarluasa Gak jelas,jelas masuk akun vertifikasi kadarluasa jelas,0,2,2,0
Tolol banget sering error waktu transaksi najis,tolol sering error waktu transaksi najis,2,2,0,0
"Ribet, rebyek, buat bayar shopee tokped, gopay, dll aja ribet kaya atm m banking biasa... ga ada bedanya... Mana isinya potongan doang kecuali tf sesama ovo... 2x gagal transaksi karna tidak ada notif pembayaran di apk ovo...",ribet rebyek buat bayar shopee tokped gopay ribet atm banking biasa beda isi potong doang transfer sama gagal transaksi notifikasi bayar,2,2,0,2
"Apk apa ini, bikin nama aj susah. Balik lagi balik lagi mau login. Di unistal aj dah.",bikin nama susah balik balik login unistal,0,2,2,0
Debes banget ni apk,debes,0,1,0,0
Pake ovo setiap dapat transferan langsung ke potong 1300. Trus klo kita transfer ga ada gratisan nya. pake ovo ini kurang bagus bgt,pakai transfer langsung potong transfer gratis pakai kurang bagus,0,2,0,2
"kalah saingan dengan e-walet yang lain, biaya admin terlalu besar 2.500 untuk pengguna receh seperti saya",kalah saing ewalet biaya admin terlalu besar guna receh,0,2,0,2
"Ribet,ngeclam uang 39625 aja mesti berkali-kali screenshot Mulu. Bikin kecewa saja",ribetngeclam uang mesti berkalikali screenshot mulu bikin kecewa,0,2,0,0
Ovo adalah aplikasi yang dapat kita gunakan untuk Semua jenis Pembelian 🙏🙏🙏,aplikasi guna semua jenis beli,1,0,0,0
Bagus dn kl tf cpt prosesnya. Lbh bags lg kl ada bonusnya. admin nya jg terlalu bsr.,bagus transfer cepat proses lebih bags bonus admin terlalu besar,1,0,0,2
Mudah mudahan bisa bermanfaat karna baru pakai segitu dulu iah bintangnya,mudah mudah manfaat baru pakai begitu dulu iya bintang,0,1,0,0
Sangat puwas,puwas,0,1,0,0
"Sangat bagus,, rekomended,, Dan kalau bisa tingkatkan lagi untuk keamanannya 👍🏻",bagus rekomended tingkat aman,0,1,0,0
"Wkwkwkw pertama kali pake OVO dah langsung bermasalah, udah chat pusat bantuan tp responnya jelek bgt, template, pas lapor ke 2x baru d urus laporannya dan itu pun zonk, gatau deh uang aku masuk ke mana....d ovo tertulis berhasil tp d merchant gak masuk, udah sampe d cek ke bank bri nya pun. Sumpaaahh demi apapun g lagi² pake apk ini. Kapok",wkwk pertama pakai langsung masalah chat pusat bantu responnya jelek template lapor baru urus lapor apes tak tau deh uang masuk manad tulis hasil merchant masuk cek bank bank rakyat indonesia sumpaaahh apa pakai kapok,0,2,0,2
Sering gagal bayar pake qris,sering gagal bayar pakai qris,2,0,0,0
"Sayang ga kaya tetangga, enggak ada gratis transfer di semua bank",sayang tetangga gratis transfer semua bank,0,0,0,2
Setelah di update malah gak bisa di pake tranfer atau membayar,baru pakai tranfer bayar,2,0,0,0
"Ga jelass masuk aja sisanya bukan maen,, kode fervikasi aja baru masa ga bisa malah kadar luar sana kocak2😡",jelass masuk sisa bukan main kode fervikasi baru kadar luar sana kocak,0,2,2,0
Pembayaran saya sering error dan itu membuat saya bayar 2 kali... Pake ovo dan m-banking dan itu sangat sering terjadi.....,bayar sering error buat bayar pakai mbanking sering jadi,2,2,0,0
Luyar biasa mantap,luyar biasa mantap,0,1,0,0
"Notifikasi berhasil tapi saldo gak masuk ke rekening, udah kapok transaksi di sini",notifikasi hasil saldo masuk rekening kapok transaksi sini,2,2,0,0
Mantap 👍👍👍👍👍,mantap,0,1,0,0
cepat tepat sungguh sangat memuaskan,cepat tepat sungguh muas,0,1,0,0
Bagus banget,bagus,0,1,0,0
"Ewallet yang paling pelit, mari kita tinggal kan ovo.. ewallet lain transfer2 ke bank Udah gratis. Ini Masih bayar 2500 duhh, selamat tinggal ovo...",ewallet pelit tinggal ewallet transfer bank gratis bayar duh selamat tinggal,0,2,0,2
Sangat membantu,bantu,0,1,0,0
Pembayaran yg super cepat dan simpel,bayar super cepat simpel,1,0,0,0
